candidate,state,district,office,year,party,stage,sel_date,n_snapshots_available,n_pages,page_types,urlkey,n_char,n_words
John R Thune,SD,0.0,senate,2014,R,2,20140222044513,11,8,action;biography;homepage;news;other,https://www.johnthune.com,29272,3790
Jim Hannan,NM,0.0,senate,2014,D,2,20141217225029,2,2,homepage;other,https://www.jimhannan.com,12837,2092
Brian Schatz,HI,0.0,senate,2014,D,2,20140724233739,39,30,action;biography;homepage;issues;other,https://www.brianschatz.com,82637,11000
Jeanne Shaheen,NH,0.0,senate,2014,D,2,20141009233611,80,39,action;constituent_services;homepage;issues;news;other,http://www.jeanneshaheen.org,195137,25745
William A Halter,AR,0.0,senate,2014,D,2,20140420231900,6,12,biography;homepage;news;other,https://www.billhalter.com,32286,4635
David Kale Clements,NM,0.0,senate,2014,R,2,20140522234353,12,21,homepage;news;other,https://clementsfornm.com,43993,6001
Richard Blumenthal,CT,0.0,senate,2014,D,2,20140207164200,5,2,homepage;other,https://richardblumenthal.com/,2905,374
Robert Roy Greenheck,CO,0.0,senate,2014,R,2,20140106002941,1,1,homepage,https://www.drgreenheck4senator.com,77,11
James H Jr Webb,VA,0.0,senate,2014,D,2,20140210071710,1,2,homepage;other,https://www.webbforsenate.com,2666,397
Samuel Clovis,IA,0.0,senate,2014,R,2,20140101003617,1,3,action;homepage;news,https://www.samclovis.com,7233,913
Matthew Benjamin Silverstein,OK,0.0,senate,2014,D,2,20141022190803,52,12,biography;homepage;issues;news;other,http://www.mattforoklahoma.com,49942,6915
Johnny H Sen Isakson,GA,0.0,senate,2014,R,2,20141217125640,7,8,action;biography;homepage;issues;other,https://www.johnnyisakson.com,17669,2434
Linda Mcmahon,CT,0.0,senate,2014,R,2,20140209074735,1,1,homepage,https://linda2012.com,2879,6
Aaron Gray O'Neal,NC,0.0,senate,2014,R,2,20140123233906,4,13,action;biography;endorsements;homepage;other,https://holdontoliberty.com,19691,2781
Jason Mark Weger,OK,0.0,senate,2014,R,2,20140505205554,17,6,action;homepage;other,https://www.wegerforsenate.com,14683,1728
Sheldon Ii Whitehouse,RI,0.0,senate,2014,D,2,20141227042827,9,1,homepage,http://www.whitehouseforsenate.com,294,31
Orrin G Hatch,UT,0.0,senate,2014,R,2,20140612181046,10,1,homepage,https://www.orrinhatch.com,3440,477
James E Risch,ID,0.0,senate,2014,R,2,20141104181301,30,8,biography;homepage;issues;news;other,https://www.senatorrisch.com,14717,2228
David Alex Levitt,CA,0.0,senate,2014,D,2,20140711140621,6,1,homepage,https://levitt2012.org,668,91
Joseph Pennacchio,NJ,0.0,senate,2014,R,2,20141221213920,1,3,homepage;other,http://jerseyjoe08.com,3001,32
Benjamin L Cardin,MD,0.0,senate,2014,D,2,20141216220124,16,15,action;homepage;news;other,http://www.bencardin.com,53018,7118
Gregory Edward Fischer,KY,0.0,senate,2014,D,2,20140702201634,10,1,homepage,https://www.gregfischer.com,2714,377
Victor Sanchez Williams,AL,0.0,senate,2014,D,2,20141002180158,2,1,homepage,https://www.deportjeffsessions.com,16172,2216
Sherrod Brown,OH,0.0,senate,2014,D,2,20140208010812,7,39,action;biography;homepage;issues;news;other,https://www.sherrodbrown.com,102686,11659
Setti Warren,MA,0.0,senate,2014,D,2,20141218072308,2,8,action;biography;homepage;other,https://www.settiwarren.com,15414,2267
Christopher Paul Stout,UT,0.0,senate,2014,D,2,20141217020726,2,3,homepage;other,https://www.christopherstout.org,122,13
Michael Lindsey Md Pryce,OH,0.0,senate,2014,R,2,20141217173455,1,1,homepage,https://www.michaelpryce.com,93,14
Daniel John Essek,KY,0.0,senate,2014,R,2,20141220105051,2,1,homepage,http://www.essek4senate.org,2776,24
Jaime Mcmillan,CO,0.0,senate,2014,R,2,20140410233651,15,1,homepage,https://www.mcmillanforcolorado.com,2612,379
James J Abeler,MN,0.0,senate,2014,R,2,20140314005956,30,13,action;biography;homepage;news;other,https://jimabeler.com,62050,9457
Constance Nevlin Johnson,OK,0.0,senate,2014,D,2,20140413144835,1,1,homepage,https://connieforoklahoma.com,150,18
Terri Lynn Land,MI,0.0,senate,2014,R,2,20140828233652,100,21,action;homepage;other,https://www.terrilynnland.com,75587,10332
Jon C Bruning,NE,0.0,senate,2014,R,2,20140322224343,5,9,action;biography;endorsements;homepage;issues;news;other,https://www.jonbruning.com,21082,2939
Steven Daines,MT,0.0,senate,2014,R,2,20141021151119,65,10,action;biography;homepage;news;other,https://www.stevedaines.com,94737,13488
Andy Martin,NH,0.0,senate,2014,R,2,20141216183108,7,4,homepage;other,https://www.andymartin2014.com,6046,711
Robin Carnahan,MO,0.0,senate,2014,D,2,20140105164127,3,1,homepage,https://www.robincarnahan.com,502,21
Mike Haridopolos,FL,0.0,senate,2014,R,2,20141217132528,5,2,homepage;other,https://www.mike2012.com,3913,534
David B Vitter,LA,0.0,senate,2014,R,2,20140123093816,131,50,constituent_services;homepage;issues;news;other,http://www.vitter.senate.gov,303591,34727
John S Mccain,AZ,0.0,senate,2014,R,2,20141217165406,60,11,action;biography;endorsements;homepage;issues;news;other,https://www.johnmccain.com,25446,3483
Rafael Edward Ted Cruz,TX,0.0,senate,2014,R,2,20140326124433,22,1,homepage,https://www.tedcruz.org,7434,1035
Suan David Feliciano,SC,0.0,senate,2014,R,2,20140307203833,4,4,action;homepage;other,https://www.davefeliciano.com,23407,3986
Timothy Bruce D'Annunzio,NC,0.0,senate,2014,R,2,20141218073447,4,1,homepage,https://www.timvote.com,1131,177
Frank J Jr Addivinola,MA,0.0,senate,2014,R,2,20140208095952,13,1,homepage,https://www.frankaddivinola.com,3976,608
Terry Ray Whitney,MI,0.0,senate,2014,D,2,20140207002849,34,13,action;biography;homepage;news;other,http://www.terrywhitney.org,24467,3478
Kay Bailey Hutchison,TX,0.0,senate,2014,R,2,20140516112228,7,13,biography;homepage;news;other,https://www.texansforkay.com,239720,37613
Pat Mcgeehan,WV,0.0,senate,2014,R,2,20140221134959,11,36,action;biography;homepage;issues;news;other,https://www.mcgeehan2014.com,114086,13660
Dan Sullivan,AK,0.0,senate,2014,R,2,20140717233712,108,3,homepage;other,https://www.sullivan2014.com,10583,1413
Barbara Mikulski,MD,0.0,senate,2014,D,2,20141205194950,207,36,constituent_services;homepage;issues;news;other,http://mikulski.senate.gov/,198543,21865
Michael Mcfadden,MN,0.0,senate,2014,R,2,20141028185506,100,25,action;biography;homepage;issues;news;other,https://www.mikemcfadden.com,94411,13022
Jon Tester,MT,0.0,senate,2014,D,2,20140215173440,13,59,action;biography;homepage;issues;news;other,http://www.jontester.com,169037,20187
John D King,TN,0.0,senate,2014,R,2,20140516015355,2,18,action;homepage;issues;news;other,https://www.johndkingforussenate.com,52168,7931
Edward John Mr Markey,MA,0.0,senate,2014,D,2,20140710233750,94,35,action;homepage;issues;news;other,http://www.edmarkey.com,144281,18092
Rush Holt,NJ,0.0,senate,2014,D,2,20140619133100,14,1,homepage,http://www.rushholt.com,2215,387
Jason Ravnsborg,SD,0.0,senate,2014,R,2,20141104120625,20,5,homepage;issues;other,https://www.jasonforsouthdakota.com,34822,5352
"Jr, Richard Champion Edmunds",MT,0.0,senate,2014,R,2,20141219074502,30,1,homepage,https://www.champ2014.com,7,1
Briane Nelson Mitchell,ID,0.0,senate,2014,D,2,20141017224142,69,31,action;biography;homepage;news;other,https://www.nelsmitchellforidaho.com,122129,17811
Samuel E Rohrer,PA,0.0,senate,2014,R,2,20141217232814,1,5,homepage;other,https://www.rohrerforsenate.org,4048,55
Mary L Landrieu,LA,0.0,senate,2014,D,2,20141003224207,80,6,homepage;news;other,http://www.marylandrieu.com,42708,4601
George Allen,VA,0.0,senate,2014,R,2,20141111203057,10,51,biography;homepage;news;other,http://www.georgeallen.com/,485989,69709
Earl W Sr Jackson,VA,0.0,senate,2014,R,2,20141217152422,10,2,homepage;other,https://www.jacksonforvirginia.org,6296,999
John Davison Iv Rockefeller,WV,0.0,senate,2014,D,2,20140207222930,2,1,homepage,https://www.jay08.com,4114,55
Maria Cantwell,WA,0.0,senate,2014,D,2,20141219091033,4,1,homepage,https://www.cantwell.com,3195,390
Richard J Durbin,IL,0.0,senate,2014,D,2,20140217195102,23,1,homepage,https://www.dickdurbin.com,255,25
Kevin Henry Crow,OK,0.0,senate,2014,R,2,20140516015432,43,16,action;biography;endorsements;homepage;news;other,https://www.gowithcrow.org,19957,2740
Benjamin Dunn,SC,0.0,senate,2014,R,2,20140518125623,6,6,action;homepage;other,https://www.benjamindunn.org,22635,2596
Colleen Wakako Hanabusa,HI,0.0,senate,2014,D,2,20140221045937,85,6,homepage;news;other,http://www.hanabusaforhawaii.com,50345,7648
Gregory Joseph Brannon,NC,0.0,senate,2014,R,2,20140214015913,29,6,homepage;news;other,https://www.gregbrannon.com,18088,1815
L Lee Whitnum,CT,0.0,senate,2014,D,2,20140107005540,15,3,homepage;other,https://leewhitnum.com,15778,2206
Karen Testerman,NH,0.0,senate,2014,R,2,20140410234426,42,10,biography;homepage;issues;news;other,https://www.testermanforsenate.com,25755,3146
Thom R Tillis,NC,0.0,senate,2014,R,2,20140801224929,53,15,biography;homepage;news;other,https://www.thomtillis.com,113894,16476
Jerry Moran,KS,0.0,senate,2014,R,2,20141220045149,11,10,action;biography;homepage;issues;news;other,https://www.moranforkansas.com,24369,3214
John Macgovern,VT,0.0,senate,2016,R,2,20160209165704,2,2,homepage;other,https://johnmacgovern.com,3927,535
T W Shannon,OK,0.0,senate,2016,R,2,20161107143538,4,1,homepage,https://www.twshannon.com,655,79
Charles E Senator Grassley,IA,0.0,senate,2016,R,2,20161019175647,59,20,action;biography;endorsements;homepage;news;other,https://www.grassleyworks.com,82944,11322
Annette Dr Bosworth,SD,0.0,senate,2016,R,2,20161104001536,4,1,homepage,https://www.bosworthforsenate.com,1579,178
Thor Amundson,WA,0.0,senate,2016,D,2,20161206110247,7,17,homepage,https://www.thor2016.com,50273,7416
Thomas Cotton,AR,0.0,senate,2016,R,2,20161230204618,2,8,biography;homepage;news;other,https://www.tomcotton.com,23318,3353
Chris Simcox,AZ,0.0,senate,2016,R,2,20161021130227,7,69,homepage;news;other,https://www.simcoxforsenate.com,258921,35731
L Tammy Duckworth,IL,0.0,senate,2016,D,2,20160920193433,8,9,biography;homepage;news;other,https://www.tammyduckworth.com,14732,1941
Jefferson B Sessions,AL,0.0,senate,2016,R,2,20161206205353,9,1,homepage,https://www.jeffsessions.com,1824,265
Edward Kryn,NC,0.0,senate,2016,R,2,20161105113001,4,16,biography;homepage;other,https://www.edwardkrynforussenate.com,62705,9268
Philip L Cornell,WA,0.0,senate,2016,D,2,20160628015225,4,14,homepage;other,http://www.philcornell4ussenate.org,56523,8017
Bruce L Braley,IA,0.0,senate,2016,D,2,20160827152020,4,23,homepage;news;other,https://www.brucebraley.com,162146,25553
John A Barrasso,WY,0.0,senate,2016,R,2,20160821105503,5,2,homepage;other,https://www.barrassoforwyoming.com,1723,124
Larry Holmquist,NC,0.0,senate,2016,R,2,20160608083446,4,1,homepage,https://www.holmquist4senate.com,677,89
Tom Udall,NM,0.0,senate,2016,D,2,20160517201433,6,24,action;homepage;issues;news;other,https://www.tomudall.com,56554,7480
Eric C Mccray,OK,0.0,senate,2016,R,2,20161026144755,1,1,homepage,https://www.mccray.co,77,9
Robert P Jr Casey,PA,0.0,senate,2016,D,2,20161020204503,4,8,action;homepage;other,https://www.bobcasey.com,22498,2759
Ray Zirkelbach,IA,0.0,senate,2016,D,2,20160118115738,2,1,homepage,https://www.ray4ia.com,489,47
Kenneth R Buck,CO,0.0,senate,2016,R,2,20161123203035,95,1,homepage,http://www.buckforcolorado.com,954,110
Michael Kinlaw,CO,0.0,senate,2016,R,2,20160409205613,3,19,action;biography;homepage;issues;news;other,http://www.michaelkinlaw.com,49760,6679
John Thune,SD,0.0,senate,2016,R,2,20160923205656,6,2,homepage;other,https://www.johnthune.com,3548,381
E J Pipkin,MD,0.0,senate,2016,R,2,20161023095824,4,8,biography;homepage;issues;other,https://www.pipkinforsenate.com,18587,2562
Monti Alan Moreno,MN,0.0,senate,2016,R,2,20160629063410,5,1,homepage,https://montimoreno.com,5357,906
Evan Bayh,IN,0.0,senate,2016,D,2,20160923212347,2,14,biography;homepage;issues;news;other,http://www.evanbayhforindiana.com/,37429,5248
Matthew Griswold Bevin,KY,0.0,senate,2016,R,2,20161129124942,5,2,homepage,https://www.mattbevin.com,2619,347
Bryan Edward Miller,WY,0.0,senate,2016,R,2,20160422074601,2,5,homepage;other,https://bryanmiller4senate.com,38495,6106
Jerry Garth Beck,MO,0.0,senate,2016,R,2,20160111165942,2,64,homepage;other,https://newvoiceforthetime.com,321996,39155
Della Jean Smith,KS,0.0,senate,2016,R,2,20160829053147,1,1,homepage,https://djsmithforsenator.com,107,9
Linda Vega,TX,0.0,senate,2016,R,2,20160903171552,4,3,action;homepage,https://www.lindavegafortexas.net,5599,575
David A Domina,NE,0.0,senate,2016,D,2,20160314053051,5,22,action;homepage;issues;news;other,https://www.davedomina.com,111051,15470
John Cornyn,TX,0.0,senate,2016,R,2,20160517185347,4,5,homepage;issues;other,https://www.johncornyn.com,16313,2289
Gordon Ball,TN,0.0,senate,2016,D,2,20160305164043,1,17,homepage;other,https://www.gordonballsenate.com,68623,9604
Joseph Cao,LA,0.0,senate,2016,R,2,20160423145857,5,7,action;homepage;news;other,https://josephcaoforsenate.com,18482,2814
John Reeves Raese,WV,0.0,senate,2016,R,2,20161108233410,3,38,biography;homepage;issues;news;other,https://raeseforsenate.org,284935,42036
Chadwick J Taylor,KS,0.0,senate,2016,D,2,20161009092454,5,4,homepage;other,https://taylorforussenate.com,9903,67
Russell Dana Feingold,WI,0.0,senate,2016,D,2,20160930080523,7,22,homepage;issues;news;other,https://www.russfeingold.com,90327,12044
Barbara Boxer,CA,0.0,senate,2016,D,2,20160128235453,23,1,homepage,http://www.barbaraboxer.com,2963,440
Brian Quintana,CA,0.0,senate,2016,D,2,20160110131408,2,5,homepage;other,https://www.bqforsenate.com,9529,167
P Tom Sullivan,ID,0.0,senate,2016,D,2,20160121100924,2,1,homepage,https://tomsullivanforsenate.com,396,51
George S Lemieux,FL,0.0,senate,2016,R,2,20160809205102,4,1,homepage,https://www.georgeforflorida.com,104,16
Corrogan R Vaughn,MD,0.0,senate,2016,R,2,20160310134045,2,1,homepage,https://www.vaughn4america.com,65,7
Robert Blaha,CO,0.0,senate,2016,R,2,20160327050158,5,7,biography;homepage;issues;news;other,https://blahaforcolorado.com,20071,2999
Brad R Carson,OK,0.0,senate,2016,D,2,20160309040200,1,4,homepage;other,https://www.bradcarson.com,15839,164
Cori Bush,MO,0.0,senate,2016,D,2,20160324105056,6,16,action;biography;homepage;issues;news;other,https://www.coribush.com,36324,4756
Timothy Michael Kaine,VA,0.0,senate,2016,D,2,20161229182229,4,1,homepage,https://timkaine.com,16364,2510
Eric Joseph Holcomb,IN,0.0,senate,2016,R,2,20160819015604,3,7,action;biography;homepage;other,https://holcombforindiana.com,23726,3394
Marcus Bowman,AL,0.0,senate,2016,R,2,20160312175612,2,3,homepage;issues;other,https://www.marcusbowman2016.com,33244,5042
Elizabeth Emken,CA,0.0,senate,2016,R,2,20160111230109,1,1,homepage,https://www.emken2012.com,385,51
Ted Alexander,NC,0.0,senate,2016,R,2,20161008051539,4,20,action;biography;homepage;issues;news;other,https://www.tedforsenate.com,60105,7719
Mark Steven Kirk,IL,0.0,senate,2016,R,2,20161029002400,341,16,action;biography;homepage;news;other,https://www.kirkforsenate.com,99385,13522
Chris Rey,NC,0.0,senate,2016,D,2,20160722072356,8,4,homepage;news,https://www.chrisrey.com,8303,1328
Erick Matthew I Bennett,ME,0.0,senate,2016,R,2,20161001180046,2,1,homepage,https://erickbennett.com,1817,285
Ann Leila Kirkpatrick,AZ,0.0,senate,2016,D,2,20160930091539,10,18,action;biography;homepage;issues;news;other,https://www.kirkpatrickforsenate.com,76364,10944
Massie Bs Ms Pe Munroe,CA,0.0,senate,2016,D,2,20160628225130,2,12,homepage;other,https://www.massiemunroe4ussenator.com,228806,35689
Alan L Keyes,IL,0.0,senate,2016,R,2,20160402174238,3,5,homepage;other,https://www.keyes2004.com,20281,3490
William Mellard V Connor,SC,0.0,senate,2016,R,2,20160205031515,1,1,homepage,https://www.billconnorsc.com,6,1
Elizabeth Warren,MA,0.0,senate,2016,D,2,20161230025251,22,9,homepage;news;other,https://elizabethwarren.com,24896,3537
Ray Homer Metcalfe,AK,0.0,senate,2016,D,2,20161006045403,2,26,action;homepage;news;other,https://thebriberystopshere.com,314529,47400
Margaret Wood Hassan,NH,0.0,senate,2016,D,2,20160619225810,8,28,action;homepage;news;other,https://maggiehassan.com,134063,18361
Thomas R Carper,DE,0.0,senate,2016,D,2,20160109222453,1,1,homepage,https://www.carperfordelaware.com,436,57
Sharron E Angle,NV,0.0,senate,2016,R,2,20160314080818,17,2,homepage,https://www.sharronangle.com,2818,423
Mary Kay Bacallao,GA,0.0,senate,2016,R,2,20160628125600,9,5,biography;homepage;other,https://marykaybacallao.com,18296,2685
Rex Floyd Rammell,ID,0.0,senate,2016,R,2,20161005045828,5,2,homepage,https://www.rexrammell.com,1574,193
John Martin Dickerson,IN,0.0,senate,2016,D,2,20161021014804,4,1,homepage,http://johndickersonforsenate.com,1815,259
Shak Hill,VA,0.0,senate,2016,R,2,20160713223436,4,6,biography;homepage;other,https://shakhill.com,20305,3110
Charles E Schumer,NY,0.0,senate,2016,D,2,20161207203807,10,2,homepage;other,http://www.chuckschumer.com,4687,636
Ryan Lavar Frazier,CO,0.0,senate,2016,R,2,20160622091604,133,6,action;biography;homepage;issues;other,https://www.frazierforcolorado.com,10992,1510
Amy Klobuchar,MN,0.0,senate,2016,D,2,20161209023439,7,1,homepage,https://amyklobuchar.com,179,24
Jerry Natividad,CO,0.0,senate,2016,R,2,20160519030919,3,7,action;homepage;issues;other,https://www.jerryforcolorado.com,19336,2780
Bill Tarbell,NV,0.0,senate,2016,R,2,20160621082156,7,4,action;homepage;other,https://www.tarbell4senateusnv.com,3442,379
Belinda Gail Quarterman Noah,FL,0.0,senate,2016,R,2,20160322114032,1,10,homepage;news;other,https://belindanoahforsenate.com,48504,7457
Richard J Cash,SC,0.0,senate,2016,R,2,20160324083550,3,6,homepage;other,https://www.richardcashforsenate.com,17012,175
Patrick J Leahy,VT,0.0,senate,2016,D,2,20160603161005,7,2,homepage,https://www.leahyforvermont.com,9001,1307
Milton Wolf,KS,0.0,senate,2016,R,2,20160525102745,8,14,action;biography;homepage;issues;news;other,https://miltonwolf.com,95005,14280
Billy Falling,CA,0.0,senate,2016,R,2,20160608082647,1,1,homepage,https://www.billyfallingforsenate.com,1211,173
Christopher J Dodd,CT,0.0,senate,2016,D,2,20161227185216,11,1,homepage,https://www.chrisdodd.com,415,55
David Young,IA,3.0,senate,2016,R,2,20160923202658,7,12,action;biography;homepage;news;other,https://youngforiowa.com,46211,6486
John Hoeven,ND,0.0,senate,2016,R,2,20161113104514,26,1,homepage,https://www.hoevenforsenate.com,2352,351
John Neely Kennedy,LA,0.0,senate,2016,R,2,20161221015232,8,10,homepage;other,https://johnkennedy.com,20250,2421
Erik Monroe Underwood,DE,0.0,senate,2016,D,2,20160409194120,6,7,action;homepage;other,https://erikunderwood.com,16929,2124
Robert M Hogg,IA,0.0,senate,2016,D,2,20160628200328,8,29,biography;homepage;issues;other,https://www.robhogg.org,106609,14607
Joe Manchin Iii,WV,0.0,senate,2016,D,2,20160412115936,9,11,homepage;issues;news;other,https://www.joemanchinwv.com,25390,3734
Lee Bright,SC,0.0,senate,2016,R,2,20160903192022,7,8,action;constituent_services;homepage;other,https://brightforsenate.com,17658,2055
